dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
18 July 2021,3,0,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,casual,45
18 July 2021,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,casual,72
18 July 2021,3,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,casual,80
18 July 2021,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,casual,63
18 July 2021,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,casual,91
18 July 2021,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,casual,48
18 July 2021,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,casual,36
18 July 2021,3,0,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,casual,32
19 July 2021,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,casual,25
19 July 2021,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,casual,7
19 July 2021,3,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,casual,9
19 July 2021,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,casual,2
19 July 2021,3,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,casual,1
19 July 2021,3,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,casual,0
19 July 2021,3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,casual,8
19 July 2021,3,0,7,7,0,2,1,2,0.74,0.697,0.7,0.1642,casual,28
19 July 2021,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,casual,31
19 July 2021,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,casual,22
19 July 2021,3,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,casual,29
19 July 2021,3,0,7,11,0,2,1,1,0.82,0.803,0.59,0,casual,29
19 July 2021,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,casual,26
19 July 2021,3,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045,casual,33
19 July 2021,3,0,7,14,0,2,1,1,0.86,0.8182,0.5,0.194,casual,41
19 July 2021,3,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,casual,48
19 July 2021,3,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,casual,61
19 July 2021,3,0,7,17,0,2,1,1,0.8,0.803,0.66,0,casual,68
19 July 2021,3,0,7,18,0,2,1,1,0.8,0.803,0.66,0.1343,casual,80
19 July 2021,3,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.194,casual,54
19 July 2021,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,casual,48
19 July 2021,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,casual,47
19 July 2021,3,0,7,22,0,2,1,1,0.74,0.7121,0.74,0,casual,36
19 July 2021,3,0,7,23,0,2,1,3,0.72,0.697,0.79,0.1642,casual,19
20 July 2021,3,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,casual,11
20 July 2021,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0,casual,4
20 July 2021,3,0,7,2,0,3,1,1,0.7,0.6667,0.84,0,casual,2
20 July 2021,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,casual,2
20 July 2021,3,0,7,4,0,3,1,1,0.68,0.6364,0.83,0,casual,0
20 July 2021,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,casual,4
20 July 2021,3,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,casual,5
20 July 2021,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,casual,27
20 July 2021,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0,casual,34
20 July 2021,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,casual,28
20 July 2021,3,0,7,10,0,3,1,1,0.76,0.7273,0.7,0,casual,34
20 July 2021,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,casual,26
20 July 2021,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0,casual,28
20 July 2021,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,casual,23
20 July 2021,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,casual,44
20 July 2021,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,casual,36
20 July 2021,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0,casual,30
20 July 2021,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,casual,50
20 July 2021,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,casual,68
20 July 2021,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,casual,59
20 July 2021,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,casual,45
20 July 2021,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,casual,33
20 July 2021,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,casual,25
20 July 2021,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,casual,26
21 July 2021,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,casual,13
21 July 2021,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,casual,5
21 July 2021,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,casual,2
21 July 2021,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,casual,1
21 July 2021,3,0,7,4,0,4,1,2,0.72,0.7121,0.84,0.1045,casual,0
21 July 2021,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,casual,2
21 July 2021,3,0,7,6,0,4,1,2,0.72,0.7121,0.84,0.1045,casual,6
21 July 2021,3,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343,casual,23
21 July 2021,3,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,casual,23
21 July 2021,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,casual,34
21 July 2021,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,casual,31
21 July 2021,3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,casual,27
21 July 2021,3,0,7,12,0,4,1,1,0.88,0.8939,0.56,0.3284,casual,29
21 July 2021,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,casual,21
21 July 2021,3,0,7,14,0,4,1,1,0.9,0.8939,0.5,0.3582,casual,50
21 July 2021,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,casual,40
21 July 2021,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,casual,43
21 July 2021,3,0,7,17,0,4,1,1,0.92,0.9091,0.45,0.2985,casual,40
21 July 2021,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,casual,39
21 July 2021,3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,casual,51
21 July 2021,3,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,casual,38
21 July 2021,3,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,casual,38
21 July 2021,3,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,casual,36
21 July 2021,3,0,7,23,0,4,1,1,0.8,0.8182,0.71,0.1642,casual,40
22 July 2021,3,0,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,casual,9
22 July 2021,3,0,7,1,0,5,1,1,0.8,0.7879,0.63,0,casual,7
22 July 2021,3,0,7,2,0,5,1,1,0.78,0.803,0.79,0.1343,casual,0
22 July 2021,3,0,7,3,0,5,1,1,0.78,0.7879,0.75,0.1045,casual,1
22 July 2021,3,0,7,4,0,5,1,1,0.76,0.7424,0.75,0.1045,casual,8
22 July 2021,3,0,7,5,0,5,1,1,0.74,0.7121,0.79,0.1045,casual,2
22 July 2021,3,0,7,6,0,5,1,1,0.76,0.7424,0.75,0.0896,casual,13
22 July 2021,3,0,7,7,0,5,1,2,0.8,0.803,0.66,0.1045,casual,20
22 July 2021,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,casual,30
22 July 2021,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,casual,31
22 July 2021,3,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896,casual,32
22 July 2021,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,casual,23
22 July 2021,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,casual,20
22 July 2021,3,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,casual,25
22 July 2021,3,0,7,14,0,5,1,1,0.96,1,0.48,0.2985,casual,24
22 July 2021,3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,casual,32
22 July 2021,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,casual,29
22 July 2021,3,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,casual,35
22 July 2021,3,0,7,18,0,5,1,1,0.9,0.8182,0.37,0.1642,casual,34
22 July 2021,3,0,7,19,0,5,1,2,0.86,0.7879,0.41,0.1045,casual,40
22 July 2021,3,0,7,20,0,5,1,1,0.84,0.8182,0.56,0,casual,46
22 July 2021,3,0,7,21,0,5,1,1,0.82,0.803,0.59,0.0896,casual,38
22 July 2021,3,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,casual,44
22 July 2021,3,0,7,23,0,5,1,1,0.8,0.7879,0.63,0.194,casual,19
23 July 2021,3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0,casual,16
23 July 2021,3,0,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,casual,13
23 July 2021,3,0,7,2,0,6,0,1,0.82,0.7727,0.52,0,casual,13
23 July 2021,3,0,7,3,0,6,0,1,0.78,0.7576,0.66,0.0896,casual,6
23 July 2021,3,0,7,4,0,6,0,1,0.76,0.7273,0.66,0.1045,casual,5
23 July 2021,3,0,7,5,0,6,0,1,0.76,0.7121,0.62,0.1343,casual,1
23 July 2021,3,0,7,6,0,6,0,1,0.8,0.7424,0.52,0.1343,casual,6
23 July 2021,3,0,7,7,0,6,0,1,0.8,0.7424,0.52,0.1045,casual,7
23 July 2021,3,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,casual,24
23 July 2021,3,0,7,9,0,6,0,1,0.84,0.7879,0.49,0.1642,casual,30
23 July 2021,3,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,casual,61
23 July 2021,3,0,7,11,0,6,0,1,0.9,0.8182,0.37,0.194,casual,62
23 July 2021,3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,casual,71
23 July 2021,3,0,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,casual,78
23 July 2021,3,0,7,14,0,6,0,1,0.92,0.8939,0.42,0,casual,84
23 July 2021,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0,casual,78
23 July 2021,3,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,casual,70
23 July 2021,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,casual,70
23 July 2021,3,0,7,18,0,6,0,1,0.92,0.8788,0.4,0.2239,casual,62
23 July 2021,3,0,7,19,0,6,0,2,0.82,0.803,0.59,0.1343,casual,80
23 July 2021,3,0,7,20,0,6,0,1,0.82,0.803,0.59,0.2239,casual,47
23 July 2021,3,0,7,21,0,6,0,1,0.82,0.803,0.59,0.2239,casual,39
23 July 2021,3,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.194,casual,37
23 July 2021,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,casual,27
24 July 2021,3,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,casual,42
24 July 2021,3,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,casual,33
24 July 2021,3,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,casual,12
24 July 2021,3,0,7,3,0,0,0,1,0.8,0.7879,0.63,0.0896,casual,17
24 July 2021,3,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,casual,1
24 July 2021,3,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,casual,5
24 July 2021,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,casual,9
24 July 2021,3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,casual,6
24 July 2021,3,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,casual,22
24 July 2021,3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,casual,42
24 July 2021,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,casual,61
24 July 2021,3,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,casual,74
24 July 2021,3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,casual,85
24 July 2021,3,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,casual,90
24 July 2021,3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,casual,79
24 July 2021,3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,casual,68
24 July 2021,3,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,casual,62
24 July 2021,3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,casual,75
24 July 2021,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,casual,67
24 July 2021,3,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,casual,70
24 July 2021,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,casual,52
24 July 2021,3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,casual,42
24 July 2021,3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0,casual,23
24 July 2021,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,casual,13
25 July 2021,3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0,casual,17
25 July 2021,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,casual,4
25 July 2021,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,casual,3
25 July 2021,3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0,casual,2
25 July 2021,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,casual,0
25 July 2021,3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,casual,2
25 July 2021,3,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,casual,7
25 July 2021,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0,casual,20
25 July 2021,3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0,casual,34
25 July 2021,3,0,7,9,0,1,1,1,0.8,0.803,0.66,0,casual,11
25 July 2021,3,0,7,10,0,1,1,1,0.82,0.803,0.59,0,casual,30
25 July 2021,3,0,7,11,0,1,1,2,0.84,0.8333,0.59,0.194,casual,24
25 July 2021,3,0,7,12,0,1,1,2,0.84,0.8333,0.59,0.194,casual,17
25 July 2021,3,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,casual,14
25 July 2021,3,0,7,14,0,1,1,2,0.72,0.697,0.79,0.194,casual,28
25 July 2021,3,0,7,15,0,1,1,1,0.7,0.6667,0.84,0.3881,casual,16
25 July 2021,3,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,casual,37
25 July 2021,3,0,7,17,0,1,1,1,0.72,0.697,0.74,0,casual,48
25 July 2021,3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,casual,60
25 July 2021,3,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,casual,62
25 July 2021,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.1343,casual,55
25 July 2021,3,0,7,21,0,1,1,1,0.7,0.6667,0.84,0,casual,41
25 July 2021,3,0,7,22,0,1,1,1,0.7,0.6667,0.84,0,casual,13
25 July 2021,3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,casual,23
26 July 2021,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,casual,8
26 July 2021,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,casual,6
26 July 2021,3,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,casual,1
26 July 2021,3,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,casual,2
26 July 2021,3,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,casual,0
26 July 2021,3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,casual,3
26 July 2021,3,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,casual,2
26 July 2021,3,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,casual,30
26 July 2021,3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.194,casual,32
26 July 2021,3,0,7,9,0,2,1,1,0.76,0.6818,0.4,0.2239,casual,25
26 July 2021,3,0,7,10,0,2,1,1,0.8,0.697,0.31,0.2239,casual,42
26 July 2021,3,0,7,11,0,2,1,1,0.82,0.7121,0.3,0,casual,49
26 July 2021,3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0,casual,25
26 July 2021,3,0,7,13,0,2,1,1,0.84,0.7273,0.32,0.2985,casual,43
26 July 2021,3,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,casual,46
26 July 2021,3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,casual,49
26 July 2021,3,0,7,16,0,2,1,1,0.86,0.7576,0.36,0.2836,casual,41
26 July 2021,3,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,casual,72
26 July 2021,3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,casual,68
26 July 2021,3,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,casual,69
26 July 2021,3,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,casual,47
26 July 2021,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,casual,45
26 July 2021,3,0,7,22,0,2,1,1,0.76,0.697,0.55,0.1343,casual,27
26 July 2021,3,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,casual,18
27 July 2021,3,0,7,0,0,3,1,2,0.78,0.7121,0.52,0.1642,casual,19
27 July 2021,3,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.194,casual,1
27 July 2021,3,0,7,2,0,3,1,1,0.76,0.697,0.52,0.2985,casual,1
27 July 2021,3,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,casual,0
27 July 2021,3,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.194,casual,1
27 July 2021,3,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,casual,0
27 July 2021,3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,casual,4
27 July 2021,3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,casual,34
27 July 2021,3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,casual,28
27 July 2021,3,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,casual,27
27 July 2021,3,0,7,10,0,3,1,1,0.78,0.6818,0.33,0,casual,32
27 July 2021,3,0,7,11,0,3,1,1,0.8,0.697,0.31,0,casual,42
27 July 2021,3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,casual,37
27 July 2021,3,0,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,casual,29
27 July 2021,3,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,casual,20
27 July 2021,3,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,casual,37
27 July 2021,3,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,casual,40
27 July 2021,3,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,casual,81
27 July 2021,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,casual,78
27 July 2021,3,0,7,19,0,3,1,1,0.8,0.697,0.29,0.0896,casual,87
27 July 2021,3,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,casual,55
27 July 2021,3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,casual,49
27 July 2021,3,0,7,22,0,3,1,1,0.72,0.6667,0.48,0,casual,37
27 July 2021,3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,casual,16
28 July 2021,3,0,7,0,0,4,1,1,0.7,0.6515,0.51,0.1343,casual,14
28 July 2021,3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0,casual,3
28 July 2021,3,0,7,2,0,4,1,1,0.72,0.6667,0.54,0.1045,casual,2
28 July 2021,3,0,7,3,0,4,1,1,0.72,0.6667,0.54,0,casual,0
28 July 2021,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,casual,0
28 July 2021,3,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,casual,1
28 July 2021,3,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,casual,6
28 July 2021,3,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,casual,27
28 July 2021,3,0,7,8,0,4,1,1,0.74,0.697,0.66,0.1642,casual,47
28 July 2021,3,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.194,casual,21
28 July 2021,3,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,casual,30
28 July 2021,3,0,7,11,0,4,1,1,0.84,0.8182,0.56,0.2836,casual,41
28 July 2021,3,0,7,12,0,4,1,1,0.84,0.803,0.53,0.2537,casual,35
28 July 2021,3,0,7,13,0,4,1,1,0.86,0.803,0.47,0.2537,casual,26
28 July 2021,3,0,7,14,0,4,1,2,0.84,0.7879,0.49,0.2537,casual,27
28 July 2021,3,0,7,15,0,4,1,1,0.86,0.8182,0.5,0.194,casual,22
28 July 2021,3,0,7,16,0,4,1,1,0.86,0.803,0.47,0.1642,casual,42
28 July 2021,3,0,7,17,0,4,1,1,0.84,0.803,0.53,0.194,casual,45
28 July 2021,3,0,7,18,0,4,1,1,0.84,0.8182,0.56,0.2239,casual,55
28 July 2021,3,0,7,19,0,4,1,1,0.82,0.803,0.59,0.194,casual,37
28 July 2021,3,0,7,20,0,4,1,1,0.8,0.7879,0.63,0.194,casual,41
28 July 2021,3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,casual,31
28 July 2021,3,0,7,22,0,4,1,1,0.76,0.7273,0.7,0.2537,casual,25
28 July 2021,3,0,7,23,0,4,1,1,0.76,0.7424,0.75,0.194,casual,28
29 July 2021,3,0,7,0,0,5,1,1,0.74,0.7121,0.79,0.1642,casual,12
29 July 2021,3,0,7,1,0,5,1,1,0.74,0.7121,0.79,0.1343,casual,12
29 July 2021,3,0,7,2,0,5,1,1,0.74,0.7121,0.79,0,casual,3
29 July 2021,3,0,7,3,0,5,1,1,0.74,0.7121,0.79,0,casual,2
29 July 2021,3,0,7,4,0,5,1,1,0.72,0.7121,0.84,0.1343,casual,2
29 July 2021,3,0,7,5,0,5,1,1,0.72,0.7121,0.84,0,casual,4
29 July 2021,3,0,7,6,0,5,1,2,0.72,0.7121,0.84,0,casual,7
29 July 2021,3,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,casual,26
29 July 2021,3,0,7,8,0,5,1,2,0.76,0.7727,0.77,0,casual,30
29 July 2021,3,0,7,9,0,5,1,1,0.86,0.803,0.47,0.2537,casual,28
29 July 2021,3,0,7,10,0,5,1,1,0.9,0.8485,0.42,0.2836,casual,37
29 July 2021,3,0,7,11,0,5,1,1,0.92,0.8788,0.4,0.2985,casual,43
29 July 2021,3,0,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,casual,40
29 July 2021,3,0,7,13,0,5,1,1,0.94,0.8333,0.31,0,casual,42
29 July 2021,3,0,7,14,0,5,1,1,0.96,0.8636,0.3,0.2239,casual,34
29 July 2021,3,0,7,15,0,5,1,1,0.96,0.8636,0.3,0.2537,casual,40
29 July 2021,3,0,7,16,0,5,1,1,0.96,0.8636,0.3,0.3881,casual,35
29 July 2021,3,0,7,17,0,5,1,1,0.96,0.8636,0.3,0.2985,casual,47
29 July 2021,3,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284,casual,49
29 July 2021,3,0,7,19,0,5,1,1,0.9,0.8485,0.42,0.2239,casual,22
29 July 2021,3,0,7,20,0,5,1,1,0.86,0.7879,0.41,0.3284,casual,53
29 July 2021,3,0,7,21,0,5,1,1,0.82,0.7576,0.46,0.1642,casual,29
29 July 2021,3,0,7,22,0,5,1,1,0.8,0.7424,0.49,0.2239,casual,47
29 July 2021,3,0,7,23,0,5,1,1,0.78,0.7121,0.52,0.1045,casual,26
30 July 2021,3,0,7,0,0,6,0,1,0.76,0.697,0.55,0.194,casual,60
30 July 2021,3,0,7,1,0,6,0,1,0.76,0.697,0.55,0.0896,casual,15
30 July 2021,3,0,7,2,0,6,0,1,0.76,0.697,0.55,0.1045,casual,11
30 July 2021,3,0,7,3,0,6,0,1,0.74,0.6818,0.62,0.1642,casual,18
30 July 2021,3,0,7,4,0,6,0,1,0.72,0.6818,0.66,0.1642,casual,4
30 July 2021,3,0,7,5,0,6,0,1,0.72,0.6818,0.7,0.2836,casual,4
30 July 2021,3,0,7,6,0,6,0,1,0.72,0.6818,0.7,0.2985,casual,6
30 July 2021,3,0,7,7,0,6,0,1,0.76,0.7273,0.66,0.194,casual,3
30 July 2021,3,0,7,8,0,6,0,1,0.78,0.7424,0.59,0.2239,casual,27
30 July 2021,3,0,7,9,0,6,0,1,0.82,0.7576,0.46,0.2985,casual,49
30 July 2021,3,0,7,10,0,6,0,1,0.82,0.7424,0.41,0.2985,casual,79
30 July 2021,3,0,7,11,0,6,0,1,0.84,0.7424,0.36,0.194,casual,111
30 July 2021,3,0,7,12,0,6,0,1,0.84,0.7273,0.32,0.1642,casual,111
30 July 2021,3,0,7,13,0,6,0,1,0.88,0.7576,0.29,0,casual,125
30 July 2021,3,0,7,14,0,6,0,1,0.9,0.7879,0.29,0,casual,112
30 July 2021,3,0,7,15,0,6,0,1,0.9,0.803,0.31,0.1343,casual,113
30 July 2021,3,0,7,16,0,6,0,1,0.9,0.7879,0.27,0.2239,casual,126
30 July 2021,3,0,7,17,0,6,0,1,0.9,0.7879,0.29,0.1045,casual,93
30 July 2021,3,0,7,18,0,6,0,1,0.88,0.7576,0.28,0.194,casual,92
30 July 2021,3,0,7,19,0,6,0,1,0.74,0.6515,0.33,0.2239,casual,101
30 July 2021,3,0,7,20,0,6,0,1,0.82,0.7424,0.43,0.1343,casual,74
30 July 2021,3,0,7,21,0,6,0,1,0.8,0.7424,0.49,0.1642,casual,82
30 July 2021,3,0,7,22,0,6,0,1,0.78,0.7121,0.52,0.1045,casual,80
30 July 2021,3,0,7,23,0,6,0,1,0.76,0.697,0.55,0.0896,casual,63
31 July 2021,3,0,7,0,0,0,0,1,0.76,0.697,0.55,0.0896,casual,33
31 July 2021,3,0,7,1,0,0,0,1,0.74,0.6818,0.62,0.0896,casual,8
31 July 2021,3,0,7,2,0,0,0,1,0.74,0.697,0.66,0.0896,casual,19
31 July 2021,3,0,7,3,0,0,0,1,0.74,0.697,0.66,0,casual,24
31 July 2021,3,0,7,4,0,0,0,1,0.72,0.6818,0.7,0,casual,6
31 July 2021,3,0,7,5,0,0,0,1,0.72,0.6818,0.69,0,casual,4
31 July 2021,3,0,7,6,0,0,0,1,0.74,0.697,0.7,0,casual,5
31 July 2021,3,0,7,7,0,0,0,1,0.74,0.6818,0.58,0.1343,casual,19
31 July 2021,3,0,7,8,0,0,0,1,0.76,0.697,0.55,0.2239,casual,54
31 July 2021,3,0,7,9,0,0,0,1,0.8,0.7424,0.49,0,casual,55
31 July 2021,3,0,7,10,0,0,0,1,0.84,0.7424,0.36,0.1642,casual,91
